Stand;Bundesland;Regierungsbezirk;Kreis;AGS;Bezeichnung;PLZ;Gemeinde;Verwaltungssitz;Straße;Abfrage Anschrift_PLZ;Ort;Fläche km2;Einwohner;Männlich;Weiblich;Je km2
31.12.2008;Schleswig-Holstein;;Flensburg, Stadt;01001000;Kreisfreie Stadt;24937;Flensburg, Stadt;Flensburg, Stadt;Rathausplatz 1;24937;Flensburg;56,74;88718;43774;44944;1564
31.12.2008;Schleswig-Holstein;;Kiel, Landeshauptstadt;01002000;Kreisfreie Stadt;24103;Kiel, Landeshauptstadt;Kiel, Landeshauptstadt;Fleethörn 9;24103;Kiel;118,65;237579;116071;121508;2002
31.12.2008;Schleswig-Holstein;;Lübeck, Hansestadt;01003000;Kreisfreie Stadt;23539;Lübeck, Hansestadt;Lübeck, Hansestadt;Dr.-Julius-Leber-Str. 46-48;23539;Lübeck;214,20;210892;100489;110403;985
31.12.2008;Schleswig-Holstein;;Neumünster, Stadt;01004000;Kreisfreie Stadt;24534;Neumünster, Stadt;Neumünster, Stadt;Großflecken 63;24534;Neumünster;71,63;77100;37705;39395;1076
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051001;Kreisangehörige Gemeinde;25767;Albersdorf;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;17,12;3466;1679;1787;202
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051002;Kreisangehörige Gemeinde;25767;Arkebek;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;6,92;231;112;119;33
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051003;Kreisangehörige Gemeinde;25715;Averlak;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;9,07;622;309;313;69
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051004;Kreisangehörige Gemeinde;25704;Bargenstedt;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;11,90;908;448;460;76
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051005;Kreisangehörige Gemeinde;25791;Barkenholm;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;5,11;176;89;87;34
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051006;Kreisangehörige Gemeinde;25719;Barlt;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;22,88;806;421;385;35
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051008;Kreisangehörige Gemeinde;25779;Bergewöhrden;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;2,64;30;11;19;11
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051010;Kreisangehörige Gemeinde;25712;Brickeln;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;6,07;223;119;104;37
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051011;Stadt;25541;Brunsbüttel, Stadt;Brunsbüttel, Stadt;Koogstraße 61-63;25541;Brunsbüttel;65,24;13379;6611;6768;205
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051012;Kreisangehörige Gemeinde;25712;Buchholz;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;14,55;1083;538;545;74
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051013;Kreisangehörige Gemeinde;25761;Büsum;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;8,27;4904;2265;2639;593
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051014;Kreisangehörige Gemeinde;25761;Büsumer Deichhausen;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;2,87;338;130;208;118
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051015;Kreisangehörige Gemeinde;25767;Bunsoh;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;11,75;881;460;421;75
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051016;Kreisangehörige Gemeinde;25712;Burg (Dithmarschen);Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;11,23;4219;2022;2197;376
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051017;Kreisangehörige Gemeinde;25719;Busenwurth;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;10,09;310;171;139;31
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051019;Kreisangehörige Gemeinde;25786;Dellstedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;21,77;797;413;384;37
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051020;Kreisangehörige Gemeinde;25788;Delve;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;15,84;726;366;360;46
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051021;Kreisangehörige Gemeinde;25709;Diekhusen-Fahrstedt;Marne;Alter Kirchhof 4-5;25709;Marne;7,46;730;384;346;98
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051022;Kreisangehörige Gemeinde;25715;Dingen;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;7,02;680;343;337;97
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051023;Kreisangehörige Gemeinde;25794;Dörpling;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;7,82;650;321;329;83
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051024;Kreisangehörige Gemeinde;25715;Eddelak;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;9,21;1391;685;706;151
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051026;Kreisangehörige Gemeinde;25721;Eggstedt;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;12,79;805;402;403;63
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051027;Kreisangehörige Gemeinde;25704;Elpersbüttel;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;30,17;919;471;448;30
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051028;Kreisangehörige Gemeinde;25704;Epenwöhrden;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;13,52;829;425;404;61
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051030;Kreisangehörige Gemeinde;25779;Fedderingen;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;9,69;286;142;144;30
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051032;Kreisangehörige Gemeinde;25727;Frestedt;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;10,32;379;189;190;37
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051033;Kreisangehörige Gemeinde;25764;Friedrichsgabekoog;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;8,62;64;31;33;7
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051034;Kreisangehörige Gemeinde;25718;Friedrichskoog;Friedrichskoog;Koogstraße 35a;25718;Friedrichskoog;53,35;2483;1236;1247;47
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051034;Kreisangehörige Gemeinde;25718;Friedrichskoog;Marne;Alter Kirchhof 4-5;25709;Marne;53,35;2483;1236;1247;47
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051035;Kreisangehörige Gemeinde;25782;Gaushorn;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;6,45;208;108;100;32
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051036;Kreisangehörige Gemeinde;25779;Glüsing;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;4,69;113;58;55;24
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051037;Kreisangehörige Gemeinde;25712;Großenrade;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;10,40;513;258;255;49
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051038;Kreisangehörige Gemeinde;25774;Groven;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;7,90;128;69;59;16
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051039;Kreisangehörige Gemeinde;25693;Gudendorf;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;6,04;413;204;209;68
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051040;Kreisangehörige Gemeinde;25779;Hägen;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;2,86;48;23;25;17
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051043;Kreisangehörige Gemeinde;25761;Hedwigenkoog;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;16,36;282;135;147;17
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051044;Stadt;25746;Heide, Stadt;Heide, Stadt;Postelweg 1;25746;Heide;31,97;20821;9981;10840;651
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051045;Kreisangehörige Gemeinde;25764;Hellschen-Heringsand-Unterschaar;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;7,02;175;84;91;25
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051046;Kreisangehörige Gemeinde;25709;Helse;Marne;Alter Kirchhof 4-5;25709;Marne;11,44;927;464;463;81
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051047;Kreisangehörige Gemeinde;25774;Hemme;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;16,53;526;276;250;32
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051048;Kreisangehörige Gemeinde;25770;Hemmingstedt;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;16,02;2940;1442;1498;184
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051049;Kreisangehörige Gemeinde;25779;Hennstedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;21,93;1941;979;962;89
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051050;Kreisangehörige Gemeinde;25764;Hillgroven;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;3,60;82;51;31;23
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051051;Kreisangehörige Gemeinde;25712;Hochdonn;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;5,46;1237;614;623;227
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051052;Kreisangehörige Gemeinde;25782;Hövede;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;2,94;60;37;23;20
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051053;Kreisangehörige Gemeinde;25788;Hollingstedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;9,74;325;162;163;33
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051054;Kreisangehörige Gemeinde;25767;Immenstedt;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;3,09;100;41;59;32
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051057;Kreisangehörige Gemeinde;25709;Kaiser-Wilhelm-Koog;Marne;Alter Kirchhof 4-5;25709;Marne;13,06;389;197;192;30
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051058;Kreisangehörige Gemeinde;25774;Karolinenkoog;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;17,55;126;65;61;7
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051060;Kreisangehörige Gemeinde;25779;Kleve;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;12,81;450;227;223;35
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051061;Kreisangehörige Gemeinde;25774;Krempel;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;4,83;627;308;319;130
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051062;Kreisangehörige Gemeinde;25709;Kronprinzenkoog;Marne;Alter Kirchhof 4-5;25709;Marne;28,85;879;449;430;30
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051063;Kreisangehörige Gemeinde;25727;Krumstedt;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;15,89;541;265;276;34
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051064;Kreisangehörige Gemeinde;25712;Kuden;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;11,36;651;344;307;57
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051065;Kreisangehörige Gemeinde;25774;Lehe;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;18,63;1085;523;562;58
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051067;Kreisangehörige Gemeinde;25770;Lieth;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;4,66;409;195;214;88
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051068;Kreisangehörige Gemeinde;25791;Linden;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;11,62;851;439;412;73
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051069;Kreisangehörige Gemeinde;25746;Lohe-Rickelshof;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;5,39;2016;957;1059;374
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051071;Kreisangehörige Gemeinde;25774;Lunden;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;4,65;1599;804;795;344
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051072;Stadt;25709;Marne, Stadt;Marne;Alter Kirchhof 4-5;25709;Marne;4,83;5945;2772;3173;1231
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051072;Stadt;25709;Marne, Stadt;Marne, Stadt;Alter Kirchhof 4/5;25709;Marne;4,83;5945;2772;3173;1231
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051073;Kreisangehörige Gemeinde;25709;Marnerdeich;Marne;Alter Kirchhof 4-5;25709;Marne;1,31;339;179;160;259
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051074;Stadt;25704;Meldorf, Stadt;Meldorf, Stadt;Zingelstraße 2;25704;Meldorf;21,25;7479;3624;3855;352
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051074;Stadt;25704;Meldorf, Stadt;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;21,25;7479;3624;3855;352
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051075;Kreisangehörige Gemeinde;25792;Neuenkirchen;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;25,14;1035;515;520;41
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051076;Kreisangehörige Gemeinde;25724;Neufeld;Marne;Alter Kirchhof 4-5;25709;Marne;10,40;642;338;304;62
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051077;Kreisangehörige Gemeinde;25724;Neufelderkoog;Marne;Alter Kirchhof 4-5;25709;Marne;9,76;134;64;70;14
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051078;Kreisangehörige Gemeinde;25704;Nindorf;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;8,73;1201;598;603;138
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051079;Kreisangehörige Gemeinde;25764;Norddeich;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;6,90;427;218;209;62
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051080;Kreisangehörige Gemeinde;25779;Norderheistedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;4,33;146;77;69;34
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051081;Kreisangehörige Gemeinde;25746;Norderwöhrden;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;18,47;282;150;132;15
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051082;Kreisangehörige Gemeinde;25785;Nordhastedt;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;26,57;2761;1403;1358;104
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051083;Kreisangehörige Gemeinde;25785;Odderade;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;11,29;320;156;164;28
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051084;Kreisangehörige Gemeinde;25761;Oesterdeichstrich;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;4,64;295;148;147;64
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051085;Kreisangehörige Gemeinde;25767;Offenbüttel;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;13,95;289;144;145;21
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051086;Kreisangehörige Gemeinde;25767;Osterrade;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;17,09;472;244;228;28
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051087;Kreisangehörige Gemeinde;25746;Ostrohe;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;6,70;946;469;477;141
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051088;Kreisangehörige Gemeinde;25794;Pahlen;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;10,80;1189;602;587;110
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051089;Kreisangehörige Gemeinde;25712;Quickborn;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;6,95;205;92;113;29
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051090;Kreisangehörige Gemeinde;25715;Ramhusen;Marne;Alter Kirchhof 4-5;25709;Marne;4,80;171;89;82;36
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051092;Kreisangehörige Gemeinde;25776;Rehm-Flehde-Bargen;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;14,63;571;301;270;39
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051093;Kreisangehörige Gemeinde;25764;Reinsbüttel;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;6,83;428;210;218;63
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051096;Kreisangehörige Gemeinde;25776;Sankt Annen;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;14,89;340;184;156;23
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051097;Kreisangehörige Gemeinde;25693;Sankt Michaelisdonn;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;23,06;3626;1776;1850;157
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051098;Kreisangehörige Gemeinde;25785;Sarzbüttel;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;13,39;724;370;354;54
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051099;Kreisangehörige Gemeinde;25725;Schafstedt;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;18,16;1334;679;655;73
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051100;Kreisangehörige Gemeinde;25782;Schalkholz;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;12,50;584;286;298;47
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051102;Kreisangehörige Gemeinde;25776;Schlichting;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;12,50;239;118;121;19
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051103;Kreisangehörige Gemeinde;25724;Schmedeswurth;Marne;Alter Kirchhof 4-5;25709;Marne;5,91;217;111;106;37
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051104;Kreisangehörige Gemeinde;25782;Schrum;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;5,00;82;41;41;16
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051105;Kreisangehörige Gemeinde;25764;Schülp;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;9,27;474;235;239;51
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051107;Kreisangehörige Gemeinde;25795;Stelle-Wittenwurth;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;10,71;464;220;244;43
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051108;Kreisangehörige Gemeinde;25792;Strübbel;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;4,40;94;49;45;21
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051109;Kreisangehörige Gemeinde;25764;Süderdeich;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;6,64;515;255;260;78
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051110;Kreisangehörige Gemeinde;25727;Süderhastedt;Burg-Süderhastedt (in Burg/Dithm.);Holzmarkt 7;25712;Burg/Dithm.;15,74;869;428;441;55
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051111;Kreisangehörige Gemeinde;25779;Süderheistedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;5,58;554;255;299;99
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051113;Kreisangehörige Gemeinde;25797;Wöhrden;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;21,77;1328;661;667;61
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051114;Kreisangehörige Gemeinde;25782;Tellingstedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;21,10;2497;1232;1265;118
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051117;Kreisangehörige Gemeinde;25794;Tielenhemme;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;12,71;164;81;83;13
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051118;Kreisangehörige Gemeinde;25693;Trennewurth;Marne;Alter Kirchhof 4-5;25709;Marne;7,78;260;143;117;33
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051119;Kreisangehörige Gemeinde;25693;Volsemenhusen;Marne;Alter Kirchhof 4-5;25709;Marne;16,79;363;194;169;22
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051120;Kreisangehörige Gemeinde;25788;Wallen;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;1,86;34;16;18;18
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051121;Kreisangehörige Gemeinde;25761;Warwerort;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;4,58;304;154;150;66
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051122;Kreisangehörige Gemeinde;25795;Weddingstedt;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;17,89;2303;1123;1180;129
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051125;Kreisangehörige Gemeinde;25782;Welmbüttel;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;7,60;467;240;227;61
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051126;Kreisangehörige Gemeinde;25767;Wennbüttel;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;4,55;80;38;42;18
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051127;Stadt;25764;Wesselburen, Stadt;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;5,14;3020;1443;1577;588
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051127;Stadt;25764;Wesselburen, Stadt;Wesselburen, Stadt;Am Markt 5;25764;Wesselburen;5,14;3020;1443;1577;588
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051128;Kreisangehörige Gemeinde;25764;Wesselburener Deichhausen;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;5,07;139;71;68;27
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051129;Kreisangehörige Gemeinde;25764;Wesselburenerkoog;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;21,89;130;68;62;6
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051130;Kreisangehörige Gemeinde;25746;Wesseln;Heide-Land (in Heide);Kirchspielsweg 6;25746;Heide;3,76;1398;697;701;372
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051131;Kreisangehörige Gemeinde;25782;Westerborstel;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;4,14;108;52;56;26
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051132;Kreisangehörige Gemeinde;25761;Westerdeichstrich;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;7,49;943;460;483;126
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051133;Kreisangehörige Gemeinde;25779;Wiemerstedt;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;5,08;164;82;82;32
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051134;Kreisangehörige Gemeinde;25729;Windbergen;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;17,31;839;433;406;48
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051135;Kreisangehörige Gemeinde;25704;Wolmersdorf;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;6,10;336;170;166;55
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051136;Kreisangehörige Gemeinde;25799;Wrohm;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;11,45;707;358;349;62
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051137;Kreisangehörige Gemeinde;25704;Nordermeldorf;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;34,10;647;346;301;19
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051138;Kreisangehörige Gemeinde;25767;Tensbüttel-Röst;Mitteldithmarschen;Hindenburgstraße 18;25704;Meldorf;19,36;711;355;356;37
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051139;Kreisangehörige Gemeinde;25782;Süderdorf;Hennstedt;Kirchspielsschreiber-Schmidt-Straße 1;25779;Hennstedt;16,21;382;188;194;24
31.12.2008;Schleswig-Holstein;;Dithmarschen;01051140;Kreisangehörige Gemeinde;25764;Oesterwurth;Büsum-Wesselburen;Kaiser-Wilhelm-Platz;25761;Büsum;14,19;265;143;122;19
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053001;Kreisangehörige Gemeinde;23909;Albsfelde;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;4,18;57;28;29;14
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053002;Kreisangehörige Gemeinde;23881;Alt Mölln;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;6,44;862;429;433;134
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053003;Kreisangehörige Gemeinde;21521;Aumühle;Hohe Elbgeest (in Dassendorf);Falkenring 3;21521;Dassendorf;3,47;3024;1372;1652;871
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053004;Kreisangehörige Gemeinde;23909;Bäk;Lauenburgische Seen;Fünfhausen 1;23909;Ratzeburg;4,30;830;393;437;193
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053005;Kreisangehörige Gemeinde;23881;Bälau;Breitenfelde;Wasserkrüger Weg 16;23879;Mölln;6,50;238;106;132;37
31.12.2008;Schleswig-Holstein;;Herzogtum Lauenburg;01053006;Kreisangehörige Gemeinde;21483;Basedow;Lütau (in Lauenburg/Elbe);Amtsplatz 6;21481;Lauenburg/Elbe;7,47;712;378;334;95
