Stand;Bundesland;Regierungsbezirk;Kreis;AGS;Bezeichnung;PLZ;Gemeinde;Verwaltungssitz;Straße;Abfrage Anschrift_PLZ;Ort;Fläche km2;Einwohner;Männlich;Weiblich;Je km2
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088265;Kreisangehörige Gemeinde;06268;Obhausen;Weida-Land;Hauptstraße 43;06268;Nemsdorf-Göhrendorf;26,34;1811;904;907;69
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088275;Kreisangehörige Gemeinde;06268;Oechlitz;Oberes Geiseltal;Markt 1;06249;Mücheln (Geiseltal);11,96;533;292;241;45
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088280;Kreisangehörige Gemeinde;06188;Oppin;Östlicher Saalkreis;Köthener Straße 2;06188;Landsberg;15,75;1517;786;731;96
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088285;Kreisangehörige Gemeinde;06193;Ostrau;Götschetal-Petersberg;Götschetalstraße 15;06193;Götschetal;17,28;1229;611;618;71
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088290;Kreisangehörige Gemeinde;06188;Peißen;Östlicher Saalkreis;Köthener Straße 2;06188;Landsberg;10,34;1019;498;521;99
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088295;Kreisangehörige Gemeinde;06193;Petersberg;Götschetal-Petersberg;Götschetalstraße 15;06193;Götschetal;10,89;665;341;324;61
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088300;Kreisangehörige Gemeinde;06193;Plötz;Saalkreis Nord;Markt 1;06193;Löbejün;7,74;677;349;328;87
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088305;Stadt;06268;Querfurt, Stadt;Stadt Querfurt;Markt 1;06268;Querfurt;155,26;12155;5929;6226;78
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088310;Kreisangehörige Gemeinde;06231;Rodden;Leuna-Kötzschau;Rathausstraße 1;06237;Leuna;3,61;248;132;116;69
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088315;Kreisangehörige Gemeinde;06420;Rothenburg;Saalkreis Nord;Markt 1;06193;Löbejün;5,41;834;404;430;154
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088320;Kreisangehörige Gemeinde;06198;Salzmünde;Westlicher Saalkreis;Am Rathaus 31;06198;Salzmünde;18,02;2432;1208;1224;135
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088330;Kreisangehörige Gemeinde;06258;Schkopau;Gemeinde Schkopau;Schulstraße 18;06258;Schkopau;90,68;10792;5427;5365;119
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088335;Kreisangehörige Gemeinde;06179;Schochwitz;Westlicher Saalkreis;Am Rathaus 31;06198;Salzmünde;15,81;1238;639;599;78
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088340;Stadt;06279;Schraplau, Stadt;Weida-Land;Hauptstraße 43;06268;Nemsdorf-Göhrendorf;7,05;1226;589;637;174
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088345;Kreisangehörige Gemeinde;06188;Schwerz;Östlicher Saalkreis;Köthener Straße 2;06188;Landsberg;9,55;531;257;274;56
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088350;Kreisangehörige Gemeinde;06237;Spergau;Bad Dürrenberg;Fichtestraße 6;06231;Bad Dürrenberg;10,80;1119;543;576;104
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088355;Kreisangehörige Gemeinde;06268;Steigra;Weida-Land;Hauptstraße 43;06268;Nemsdorf-Göhrendorf;16,07;870;452;418;54
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088360;Kreisangehörige Gemeinde;06179;Steuden;Würde/Salza;Am Busch 19;06179;Teutschenthal;13,70;921;470;451;67
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088365;Kreisangehörige Gemeinde;06179;Teutschenthal;Würde/Salza;Am Busch 19;06179;Teutschenthal;53,33;9123;4522;4601;171
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088370;Kreisangehörige Gemeinde;06231;Tollwitz;Bad Dürrenberg;Fichtestraße 6;06231;Bad Dürrenberg;10,92;1175;588;587;108
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088375;Kreisangehörige Gemeinde;06254;Wallendorf (Luppe);Leuna-Kötzschau;Rathausstraße 1;06237;Leuna;9,06;793;380;413;88
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088380;Stadt;06198;Wettin, Stadt;Saalkreis Nord;Markt 1;06193;Löbejün;27,18;2398;1202;1196;88
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088385;Kreisangehörige Gemeinde;06179;Zappendorf;Westlicher Saalkreis;Am Rathaus 31;06198;Salzmünde;11,20;1500;748;752;134
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088390;Kreisangehörige Gemeinde;06254;Zöschen;Leuna-Kötzschau;Rathausstraße 1;06237;Leuna;7,20;1004;504;500;139
31.12.2008;Sachsen-Anhalt;;Saalekreis;15088395;Kreisangehörige Gemeinde;06254;Zweimen;Leuna-Kötzschau;Rathausstraße 1;06237;Leuna;7,31;305;153;152;42
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089005;Stadt;06425;Alsleben (Saale), Stadt;Saale-Wipper;Platz der Freundschaft 1;39439;Güsten;23,64;2625;1298;1327;111
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089010;Kreisangehörige Gemeinde;39439;Amesdorf;Staßfurt;Hohenerxlebener Straße 12;39418;Staßfurt;11,91;785;399;386;66
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089015;Stadt;06449;Aschersleben, Stadt;Aschersleben/Land;Markt 1;06449;Aschersleben;116,03;27282;13122;14160;235
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089020;Kreisangehörige Gemeinde;06408;Baalberge;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);9,64;1363;710;653;141
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089025;Stadt;39249;Barby (Elbe), Stadt;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);40,85;4245;2092;2153;104
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089030;Stadt;06406;Bernburg (Saale), Stadt;Bernburg;Schlossgartenstraße 16;06406;Bernburg (Saale);55,15;30307;14739;15568;550
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089035;Kreisangehörige Gemeinde;06408;Biendorf;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);4,75;810;407;403;171
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089042;Kreisangehörige Gemeinde;39221;Bördeland;Gemeinde Bördeland;Magdeburger Straße 3;39221;Bördeland;91,98;8439;4239;4200;92
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089045;Kreisangehörige Gemeinde;39435;Borne;Egelner Mulde;Markt 18;39435;Egeln;15,32;1332;679;653;87
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089050;Kreisangehörige Gemeinde;39240;Breitenhagen;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);11,06;492;250;242;44
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089055;Stadt;39240;Calbe (Saale), Stadt;Stadt Calbe (Saale);Markt 18;39240;Calbe (Saale);56,63;10352;5042;5310;183
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089060;Kreisangehörige Gemeinde;06408;Cörmigk;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);7,48;537;261;276;72
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089070;Kreisangehörige Gemeinde;06420;Edlau;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);10,18;501;239;262;49
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089075;Stadt;39435;Egeln, Stadt;Egelner Mulde;Markt 18;39435;Egeln;29,14;3829;1923;1906;131
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089090;Kreisangehörige Gemeinde;39448;Etgersleben;Egelner Mulde;Markt 18;39435;Egeln;13,26;758;364;394;57
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089095;Kreisangehörige Gemeinde;39443;Förderstedt;Gemeinde Förderstedt;Magdeburg-Leipziger Straße 24;39443;Förderstedt;73,42;5565;2689;2876;76
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089105;Kreisangehörige Gemeinde;06449;Friedrichsaue;Seeland;Lindenstraße 1;06469;Nachterstedt;4,44;196;92;104;44
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089110;Kreisangehörige Gemeinde;06464;Frose;Seeland;Lindenstraße 1;06469;Nachterstedt;12,78;1481;750;731;116
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089115;Kreisangehörige Gemeinde;06466;Gatersleben;Seeland;Lindenstraße 1;06469;Nachterstedt;16,15;2292;1110;1182;142
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089120;Kreisangehörige Gemeinde;06429;Gerbitz;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);9,02;627;315;312;70
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089125;Kreisangehörige Gemeinde;06420;Gerlebogk;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);5,77;320;157;163;55
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089130;Kreisangehörige Gemeinde;06449;Giersleben;Stadt Hecklingen;Hermann-Danz-Straße 46;39444;Hecklingen;20,14;1103;542;561;55
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089135;Kreisangehörige Gemeinde;39249;Glinde;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);4,59;304;151;153;66
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089140;Kreisangehörige Gemeinde;39249;Gnadau;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);3,63;514;224;290;142
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089145;Kreisangehörige Gemeinde;06408;Gröna;Bernburg;Schlossgartenstraße 16;06406;Bernburg (Saale);7,68;554;293;261;72
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089150;Kreisangehörige Gemeinde;39240;Groß Rosenburg;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);25,92;1680;822;858;65
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089155;Kreisangehörige Gemeinde;06449;Groß Schierstedt;Aschersleben/Land;Markt 1;06449;Aschersleben;6,25;602;300;302;96
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089165;Stadt;39439;Güsten, Stadt;Saale-Wipper;Platz der Freundschaft 1;39439;Güsten;24,25;3946;1892;2054;163
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089170;Kreisangehörige Gemeinde;39448;Hakeborn;Egelner Mulde;Markt 18;39435;Egeln;11,45;763;378;385;67
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089175;Stadt;39444;Hecklingen, Stadt;Stadt Hecklingen;Hermann-Danz-Straße 46;39444;Hecklingen;95,34;7685;3794;3891;81
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089180;Stadt;06467;Hoym, Stadt;Seeland;Lindenstraße 1;06469;Nachterstedt;20,27;2525;1226;1299;125
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089185;Kreisangehörige Gemeinde;06408;Ilberstedt;Saale-Wipper;Platz der Freundschaft 1;39439;Güsten;14,93;1171;592;579;78
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089195;Stadt;06420;Könnern, Stadt;Stadt Könnern;Markt 1;06420;Könnern;98,07;7867;3891;3976;80
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089200;Kreisangehörige Gemeinde;06408;Latdorf;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);9,16;721;330;391;79
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089205;Kreisangehörige Gemeinde;39240;Lödderitz;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);19,75;230;120;110;12
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089215;Kreisangehörige Gemeinde;06469;Nachterstedt;Seeland;Lindenstraße 1;06469;Nachterstedt;8,21;2018;994;1024;246
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089220;Kreisangehörige Gemeinde;06449;Neu Königsaue;Seeland;Lindenstraße 1;06469;Nachterstedt;9,16;347;167;180;38
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089225;Kreisangehörige Gemeinde;06429;Neugattersleben;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);13,57;890;459;431;66
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089230;Kreisangehörige Gemeinde;39418;Neundorf (Anhalt);Staßfurt;Hohenerxlebener Straße 12;39418;Staßfurt;14,93;2204;1099;1105;148
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089235;Stadt;06429;Nienburg (Saale), Stadt;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);24,55;4203;2055;2148;171
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089240;Kreisangehörige Gemeinde;06408;Peißen;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);9,68;1236;617;619;128
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089245;Kreisangehörige Gemeinde;06425;Plötzkau;Saale-Wipper;Platz der Freundschaft 1;39439;Güsten;23,91;1375;678;697;58
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089250;Kreisangehörige Gemeinde;39245;Plötzky;Schönebeck (Elbe);Markt 1;39218;Schönebeck (Elbe);14,33;1042;534;508;73
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089255;Kreisangehörige Gemeinde;06429;Pobzig;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);10,99;400;215;185;36
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089260;Kreisangehörige Gemeinde;06408;Poley;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);9,90;602;279;323;61
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089265;Kreisangehörige Gemeinde;39249;Pömmelte;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);12,35;644;309;335;52
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089270;Kreisangehörige Gemeinde;39245;Pretzien;Schönebeck (Elbe);Markt 1;39218;Schönebeck (Elbe);5,82;942;481;461;162
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089275;Kreisangehörige Gemeinde;06408;Preußlitz;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);9,17;728;353;375;79
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089280;Kreisangehörige Gemeinde;39221;Ranies;Schönebeck (Elbe);Markt 1;39218;Schönebeck (Elbe);7,29;377;187;190;52
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089285;Kreisangehörige Gemeinde;39240;Sachsendorf;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);9,67;307;157;150;32
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089290;Kreisangehörige Gemeinde;06449;Schackenthal;Aschersleben/Land;Markt 1;06449;Aschersleben;6,97;317;140;177;45
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089295;Kreisangehörige Gemeinde;06425;Schackstedt;Saale-Wipper;Platz der Freundschaft 1;39439;Güsten;9,18;441;212;229;48
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089300;Kreisangehörige Gemeinde;06449;Schadeleben;Seeland;Lindenstraße 1;06469;Nachterstedt;16,98;722;365;357;43
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089305;Stadt;39218;Schönebeck (Elbe), Stadt;Schönebeck (Elbe);Markt 1;39218;Schönebeck (Elbe);58,37;32362;15648;16714;554
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089310;Stadt;39418;Staßfurt, Stadt;Staßfurt;Hohenerxlebener Straße 12;39418;Staßfurt;58,21;21984;10705;11279;378
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089315;Kreisangehörige Gemeinde;39435;Tarthun;Egelner Mulde;Markt 18;39435;Egeln;8,62;763;378;385;89
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089320;Kreisangehörige Gemeinde;39249;Tornitz;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);11,66;566;308;258;49
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089325;Kreisangehörige Gemeinde;39435;Unseburg;Egelner Mulde;Markt 18;39435;Egeln;16,78;1243;608;635;74
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089330;Kreisangehörige Gemeinde;06429;Wedlitz;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);11,82;401;199;202;34
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089340;Kreisangehörige Gemeinde;39249;Wespen;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);2,68;229;116;113;85
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089345;Kreisangehörige Gemeinde;06449;Westdorf;Aschersleben/Land;Markt 1;06449;Aschersleben;8,61;885;442;443;103
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089350;Kreisangehörige Gemeinde;39448;Westeregeln;Egelner Mulde;Markt 18;39435;Egeln;13,93;1957;969;988;140
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089355;Kreisangehörige Gemeinde;06420;Wiendorf;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);3,65;321;163;158;88
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089360;Kreisangehörige Gemeinde;06408;Wohlsdorf;Nienburg (Saale);Marktplatz 1;06429;Nienburg (Saale);7,48;505;252;253;68
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089365;Kreisangehörige Gemeinde;39435;Wolmirsleben;Egelner Mulde;Markt 18;39435;Egeln;16,91;1459;724;735;86
31.12.2008;Sachsen-Anhalt;;Salzlandkreis;15089375;Kreisangehörige Gemeinde;39240;Zuchau;Elbe-Saale;Marktplatz 14;39249;Barby (Elbe);10,46;318;157;161;30
31.12.2008;Sachsen-Anhalt;;Stendal;15090005;Kreisangehörige Gemeinde;39596;Altenzaun;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;11,20;115;56;59;10
31.12.2008;Sachsen-Anhalt;;Stendal;15090010;Stadt;39596;Arneburg, Stadt;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;26,45;1582;779;803;60
31.12.2008;Sachsen-Anhalt;;Stendal;15090015;Kreisangehörige Gemeinde;39615;Aulosen;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);18,27;234;96;138;13
31.12.2008;Sachsen-Anhalt;;Stendal;15090020;Kreisangehörige Gemeinde;39596;Baben;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;9,06;187;93;94;21
31.12.2008;Sachsen-Anhalt;;Stendal;15090025;Kreisangehörige Gemeinde;39579;Badingen;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);17,35;482;259;223;28
31.12.2008;Sachsen-Anhalt;;Stendal;15090030;Kreisangehörige Gemeinde;39606;Ballerstedt;Osterburg;Ernst-Thälmann-Straße 10;39606;Osterburg (Altmark);11,86;292;150;142;25
31.12.2008;Sachsen-Anhalt;;Stendal;15090035;Kreisangehörige Gemeinde;39596;Beelitz;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;4,27;73;35;38;17
31.12.2008;Sachsen-Anhalt;;Stendal;15090040;Kreisangehörige Gemeinde;39606;Behrendorf;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;23,64;477;260;217;20
31.12.2008;Sachsen-Anhalt;;Stendal;15090045;Kreisangehörige Gemeinde;39579;Bellingen;Tangerhütte-Land;Bismarckstraße 5;39517;Tangerhütte;11,77;267;134;133;23
31.12.2008;Sachsen-Anhalt;;Stendal;15090050;Kreisangehörige Gemeinde;39624;Berkau;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);18,93;484;250;234;26
31.12.2008;Sachsen-Anhalt;;Stendal;15090055;Kreisangehörige Gemeinde;39596;Bertkow;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;12,56;311;154;157;25
31.12.2008;Sachsen-Anhalt;;Stendal;15090060;Kreisangehörige Gemeinde;39615;Beuster;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);27,04;501;275;226;19
31.12.2008;Sachsen-Anhalt;;Stendal;15090065;Kreisangehörige Gemeinde;39517;Birkholz;Tangerhütte-Land;Bismarckstraße 5;39517;Tangerhütte;16,18;398;204;194;25
31.12.2008;Sachsen-Anhalt;;Stendal;15090070;Stadt;39629;Bismark (Altmark), Stadt;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);33,19;3154;1557;1597;95
31.12.2008;Sachsen-Anhalt;;Stendal;15090075;Kreisangehörige Gemeinde;39517;Bittkau;Tangerhütte-Land;Bismarckstraße 5;39517;Tangerhütte;11,06;698;351;347;63
31.12.2008;Sachsen-Anhalt;;Stendal;15090080;Kreisangehörige Gemeinde;39517;Bölsdorf;Tangermünde;Lange Straße 61;39590;Tangermünde;10,38;300;153;147;29
31.12.2008;Sachsen-Anhalt;;Stendal;15090085;Kreisangehörige Gemeinde;39606;Boock;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);12,01;287;146;141;24
31.12.2008;Sachsen-Anhalt;;Stendal;15090090;Kreisangehörige Gemeinde;39606;Bretsch;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);33,18;631;366;265;19
31.12.2008;Sachsen-Anhalt;;Stendal;15090095;Kreisangehörige Gemeinde;39517;Buch;Tangermünde;Lange Straße 61;39590;Tangermünde;19,84;385;196;189;19
31.12.2008;Sachsen-Anhalt;;Stendal;15090100;Kreisangehörige Gemeinde;39579;Buchholz;Stendal-Uchtetal;Markt 1;39576;Stendal;8,98;289;145;144;32
31.12.2008;Sachsen-Anhalt;;Stendal;15090105;Kreisangehörige Gemeinde;39624;Büste;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);11,89;347;178;169;29
31.12.2008;Sachsen-Anhalt;;Stendal;15090110;Kreisangehörige Gemeinde;39517;Cobbel;Tangerhütte-Land;Bismarckstraße 5;39517;Tangerhütte;11,15;255;126;129;23
31.12.2008;Sachsen-Anhalt;;Stendal;15090115;Kreisangehörige Gemeinde;39579;Dahlen;Stendal-Uchtetal;Markt 1;39576;Stendal;20,21;627;321;306;31
31.12.2008;Sachsen-Anhalt;;Stendal;15090120;Kreisangehörige Gemeinde;39579;Demker;Tangerhütte-Land;Bismarckstraße 5;39517;Tangerhütte;12,52;372;176;196;30
31.12.2008;Sachsen-Anhalt;;Stendal;15090125;Kreisangehörige Gemeinde;39606;Dobberkau;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);16,44;294;147;147;18
31.12.2008;Sachsen-Anhalt;;Stendal;15090130;Kreisangehörige Gemeinde;39606;Düsedau;Osterburg;Ernst-Thälmann-Straße 10;39606;Osterburg (Altmark);12,82;336;179;157;26
31.12.2008;Sachsen-Anhalt;;Stendal;15090135;Kreisangehörige Gemeinde;39596;Eichstedt (Altmark);Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;14,29;432;211;221;30
31.12.2008;Sachsen-Anhalt;;Stendal;15090140;Kreisangehörige Gemeinde;39606;Erxleben;Osterburg;Ernst-Thälmann-Straße 10;39606;Osterburg (Altmark);20,99;473;240;233;23
31.12.2008;Sachsen-Anhalt;;Stendal;15090145;Kreisangehörige Gemeinde;39615;Falkenberg;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);15,31;265;138;127;17
31.12.2008;Sachsen-Anhalt;;Stendal;15090150;Kreisangehörige Gemeinde;39524;Fischbeck (Elbe);Elbe-Havel-Land;Fontanestraße 6;39524;Schönhausen (Elbe);20,67;659;331;328;32
31.12.2008;Sachsen-Anhalt;;Stendal;15090155;Kreisangehörige Gemeinde;39606;Flessau;Osterburg;Ernst-Thälmann-Straße 10;39606;Osterburg (Altmark);30,29;944;475;469;31
31.12.2008;Sachsen-Anhalt;;Stendal;15090160;Kreisangehörige Gemeinde;39606;Gagel;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);7,33;125;66;59;17
31.12.2008;Sachsen-Anhalt;;Stendal;15090165;Kreisangehörige Gemeinde;39579;Garlipp;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);6,85;190;91;99;28
31.12.2008;Sachsen-Anhalt;;Stendal;15090170;Kreisangehörige Gemeinde;39615;Geestgottberg;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);17,15;382;199;183;22
31.12.2008;Sachsen-Anhalt;;Stendal;15090175;Kreisangehörige Gemeinde;39606;Gladigau;Osterburg;Ernst-Thälmann-Straße 10;39606;Osterburg (Altmark);15,50;365;182;183;24
31.12.2008;Sachsen-Anhalt;;Stendal;15090180;Kreisangehörige Gemeinde;39579;Goldbeck;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;14,29;1281;627;654;90
31.12.2008;Sachsen-Anhalt;;Stendal;15090185;Kreisangehörige Gemeinde;39615;Gollensdorf;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);36,33;293;147;146;8
31.12.2008;Sachsen-Anhalt;;Stendal;15090190;Kreisangehörige Gemeinde;39579;Grassau;Bismark/Kläden;Breite Straße 11;39629;Bismark (Altmark);16,18;260;128;132;16
31.12.2008;Sachsen-Anhalt;;Stendal;15090195;Kreisangehörige Gemeinde;39517;Grieben;Tangerhütte-Land;Bismarckstraße 5;39517;Tangerhütte;20,35;759;364;395;37
31.12.2008;Sachsen-Anhalt;;Stendal;15090200;Kreisangehörige Gemeinde;39579;Grobleben;Tangermünde;Lange Straße 61;39590;Tangermünde;3,83;110;57;53;29
31.12.2008;Sachsen-Anhalt;;Stendal;15090205;Kreisangehörige Gemeinde;39615;Groß Garz;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);35,99;732;357;375;20
31.12.2008;Sachsen-Anhalt;;Stendal;15090210;Kreisangehörige Gemeinde;39579;Groß Schwechten;Stendal-Uchtetal;Markt 1;39576;Stendal;24,54;633;328;305;26
31.12.2008;Sachsen-Anhalt;;Stendal;15090215;Kreisangehörige Gemeinde;39590;Hämerten;Tangermünde;Lange Straße 61;39590;Tangermünde;6,74;206;107;99;31
31.12.2008;Sachsen-Anhalt;;Stendal;15090220;Kreisangehörige Gemeinde;39596;Hassel;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;11,99;812;403;409;68
31.12.2008;Sachsen-Anhalt;;Stendal;15090225;Stadt;39539;Havelberg, Hansestadt;Stadt Havelberg;Markt 1;39539;Havelberg;149,13;7220;3638;3582;48
31.12.2008;Sachsen-Anhalt;;Stendal;15090230;Kreisangehörige Gemeinde;39590;Heeren;Stendal-Uchtetal;Markt 1;39576;Stendal;13,54;583;289;294;43
31.12.2008;Sachsen-Anhalt;;Stendal;15090235;Kreisangehörige Gemeinde;39606;Heiligenfelde;Seehausen (Altmark);Große Brüderstraße 1;39615;Seehausen (Altmark);10,66;222;115;107;21
31.12.2008;Sachsen-Anhalt;;Stendal;15090245;Kreisangehörige Gemeinde;39596;Hohenberg-Krusemark;Arneburg-Goldbeck;An der Zuckerfabrik 1;39596;Goldbeck;39,35;1039;524;515;26
